# ObjectID,StreamID,Long,Lat,Elevation
6.200000000000000000e+01,1.500000000000000000e+01,-7.857429086504743054e+01,3.848805210573357272e+01,3.970000000000000000e+02
6.300000000000000000e+01,1.500000000000000000e+01,-7.857517049468094683e+01,3.848791321684399236e+01,3.910000000000000000e+02
6.400000000000000000e+01,1.500000000000000000e+01,-7.857392049467546258e+01,3.848777432795463938e+01,4.030000000000000000e+02
6.500000000000000000e+01,1.500000000000000000e+01,-7.857373530948950702e+01,3.848777432795463938e+01,4.050000000000000000e+02
6.600000000000000000e+01,1.500000000000000000e+01,-7.857327234652450443e+01,3.848721877239665901e+01,4.170000000000000000e+02
6.700000000000000000e+01,1.500000000000000000e+01,-7.857317975393141296e+01,3.848647803165255254e+01,4.230000000000000000e+02
6.900000000000000000e+01,1.600000000000000000e+01,-7.857241925855987574e+01,3.848336280786992347e+01,4.290000000000000000e+02
7.000000000000000000e+01,1.600000000000000000e+01,-7.857243901318747703e+01,3.848332988349062589e+01,4.280000000000000000e+02
7.100000000000000000e+01,1.600000000000000000e+01,-7.857290197615242278e+01,3.848323729089764811e+01,4.250000000000000000e+02
7.200000000000000000e+01,1.600000000000000000e+01,-7.857299456874540056e+01,3.848309840200812459e+01,4.240000000000000000e+02
7.300000000000000000e+01,1.700000000000000000e+01,-7.856734642057239171e+01,3.847008914269156321e+01,4.140000000000000000e+02
7.400000000000000000e+01,1.700000000000000000e+01,-7.856697605020042374e+01,3.847008914269156321e+01,4.160000000000000000e+02
7.500000000000000000e+01,1.700000000000000000e+01,-7.856748530946197207e+01,3.846999655009858543e+01,4.140000000000000000e+02
7.600000000000000000e+01,1.700000000000000000e+01,-7.856688345760744596e+01,3.846999655009858543e+01,4.180000000000000000e+02
7.700000000000000000e+01,1.700000000000000000e+01,-7.856634869813342448e+01,3.846999655009858543e+01,4.220000000000000000e+02
7.800000000000000000e+01,1.800000000000000000e+01,-7.856439899378347036e+01,3.846608459111058664e+01,4.100000000000000000e+02
7.900000000000000000e+01,1.900000000000000000e+01,-7.856331553651216382e+01,3.846606447116096206e+01,4.220000000000000000e+02
8.000000000000000000e+01,1.800000000000000000e+01,-7.856424456870689710e+01,3.846596877230319933e+01,4.130000000000000000e+02
8.100000000000000000e+01,1.900000000000000000e+01,-7.856364271685242784e+01,3.846573729082069804e+01,4.180000000000000000e+02
8.200000000000000000e+01,1.900000000000000000e+01,-7.856410567981748727e+01,3.846555210563457194e+01,4.130000000000000000e+02
8.300000000000000000e+01,1.900000000000000000e+01,-7.856431398223276119e+01,3.846530214273639103e+01,4.110000000000000000e+02
8.400000000000000000e+01,2.000000000000000000e+01,-7.856137419832396063e+01,3.846356136488509492e+01,4.080000000000000000e+02
8.500000000000000000e+01,2.000000000000000000e+01,-7.856169827239943970e+01,3.846314469821663806e+01,4.010000000000000000e+02
8.600000000000000000e+01,2.100000000000000000e+01,-7.856091123535890119e+01,3.846286692043770472e+01,4.090000000000000000e+02
8.700000000000000000e+01,2.100000000000000000e+01,-7.856142049462050636e+01,3.846277432784455641e+01,3.990000000000000000e+02
8.800000000000000000e+01,2.000000000000000000e+01,-7.856169827239943970e+01,3.846258914265865769e+01,3.960000000000000000e+02
8.900000000000000000e+01,2.100000000000000000e+01,-7.856169827239943970e+01,3.846258914265865769e+01,3.960000000000000000e+02
9.000000000000000000e+01,2.200000000000000000e+01,-7.856169827239943970e+01,3.846258914265865769e+01,3.960000000000000000e+02
9.100000000000000000e+01,2.200000000000000000e+01,-7.856202234647497562e+01,3.846240395747270213e+01,3.940000000000000000e+02
9.200000000000000000e+01,2.200000000000000000e+01,-7.856188345758545211e+01,3.846240395747270213e+01,3.940000000000000000e+02
9.300000000000000000e+01,2.300000000000000000e+01,-7.856146679091682472e+01,3.846082988339168196e+01,4.000000000000000000e+02
9.400000000000000000e+01,2.300000000000000000e+01,-7.856192291252983750e+01,3.846075386312298861e+01,3.950000000000000000e+02
9.500000000000000000e+01,2.400000000000000000e+01,-7.855799928797330267e+01,3.846034332395731781e+01,4.070000000000000000e+02
9.600000000000000000e+01,2.500000000000000000e+01,-7.855771668605780178e+01,3.846000980752290843e+01,4.010000000000000000e+02
9.700000000000000000e+01,2.400000000000000000e+01,-7.855808716127239677e+01,3.845990395746161994e+01,3.990000000000000000e+02
9.800000000000000000e+01,2.500000000000000000e+01,-7.855808716127239677e+01,3.845990395746161994e+01,3.990000000000000000e+02
9.900000000000000000e+01,2.600000000000000000e+01,-7.855808716127239677e+01,3.845990395746161994e+01,3.990000000000000000e+02
1.000000000000000000e+02,2.600000000000000000e+01,-7.855882790201644639e+01,3.845981136486864216e+01,3.950000000000000000e+02
1.010000000000000000e+02,2.600000000000000000e+01,-7.855817975386548824e+01,3.845981136486864216e+01,3.980000000000000000e+02
1.020000000000000000e+02,2.600000000000000000e+01,-7.855966123535347378e+01,3.845944099449656051e+01,3.890000000000000000e+02
1.030000000000000000e+02,2.600000000000000000e+01,-7.855938345757442676e+01,3.845944099449656051e+01,3.900000000000000000e+02
1.040000000000000000e+02,2.600000000000000000e+01,-7.856030938350448878e+01,3.845897803153155792e+01,3.840000000000000000e+02
1.050000000000000000e+02,2.600000000000000000e+01,-7.856063345757991101e+01,3.845856136486310106e+01,3.810000000000000000e+02
1.060000000000000000e+02,2.800000000000000000e+01,-7.855616232644399588e+01,3.845723656337929697e+01,4.020000000000000000e+02
1.070000000000000000e+02,2.800000000000000000e+01,-7.855632790200542104e+01,3.845712617967160440e+01,3.990000000000000000e+02
1.080000000000000000e+02,2.800000000000000000e+01,-7.855669827237750269e+01,3.845703358707862662e+01,3.950000000000000000e+02
1.090000000000000000e+02,2.700000000000000000e+01,-7.855859642053394509e+01,3.845689469818904627e+01,3.920000000000000000e+02
1.100000000000000000e+02,2.700000000000000000e+01,-7.855882790201644639e+01,3.845666321670671550e+01,3.900000000000000000e+02
1.110000000000000000e+02,2.700000000000000000e+01,-7.855898638638564080e+01,3.845663151983296757e+01,3.890000000000000000e+02
1.120000000000000000e+02,2.800000000000000000e+01,-7.855753160571441640e+01,3.845610766114856460e+01,3.820000000000000000e+02
1.150000000000000000e+02,2.900000000000000000e+01,-7.855502024752405532e+01,3.845511185898425310e+01,3.870000000000000000e+02
1.160000000000000000e+02,2.900000000000000000e+01,-7.855521679088946030e+01,3.845471877225361368e+01,3.800000000000000000e+02
1.280000000000000000e+02,3.300000000000000000e+01,-7.854503160565946018e+01,3.853555649621955581e+01,3.870000000000000000e+02
1.290000000000000000e+02,3.700000000000000000e+01,-7.854530938343845037e+01,3.853555210594259961e+01,3.900000000000000000e+02
1.300000000000000000e+02,3.300000000000000000e+01,-7.854503160565946018e+01,3.853555210594259961e+01,3.870000000000000000e+02
1.310000000000000000e+02,3.400000000000000000e+01,-7.854503160565946018e+01,3.853555210594259961e+01,3.870000000000000000e+02
1.320000000000000000e+02,3.700000000000000000e+01,-7.854503160565946018e+01,3.853555210594259961e+01,3.870000000000000000e+02
1.330000000000000000e+02,3.700000000000000000e+01,-7.854567975381041833e+01,3.853536692075670089e+01,3.960000000000000000e+02
1.340000000000000000e+02,3.700000000000000000e+01,-7.854549456862440593e+01,3.853536692075670089e+01,3.940000000000000000e+02
1.350000000000000000e+02,3.400000000000000000e+01,-7.854503160565946018e+01,3.853527432816355258e+01,3.880000000000000000e+02
1.360000000000000000e+02,3.700000000000000000e+01,-7.854583976333515238e+01,3.853523891313687955e+01,4.000000000000000000e+02
1.370000000000000000e+02,3.400000000000000000e+01,-7.854484642047350462e+01,3.853508914297759702e+01,3.890000000000000000e+02
1.380000000000000000e+02,3.500000000000000000e+01,-7.854484642047350462e+01,3.853508914297759702e+01,3.890000000000000000e+02
1.390000000000000000e+02,3.800000000000000000e+01,-7.854484642047350462e+01,3.853508914297759702e+01,3.890000000000000000e+02
1.400000000000000000e+02,3.800000000000000000e+01,-7.854493901306648240e+01,3.853490395779164146e+01,3.910000000000000000e+02
1.410000000000000000e+02,3.500000000000000000e+01,-7.854466123528749222e+01,3.853490395779164146e+01,3.920000000000000000e+02
1.420000000000000000e+02,3.500000000000000000e+01,-7.854364271676445242e+01,3.853490395779164146e+01,4.100000000000000000e+02
1.430000000000000000e+02,3.600000000000000000e+01,-7.854364271676445242e+01,3.853490395779164146e+01,4.100000000000000000e+02
1.440000000000000000e+02,3.900000000000000000e+01,-7.854364271676445242e+01,3.853490395779164146e+01,4.100000000000000000e+02
1.450000000000000000e+02,3.800000000000000000e+01,-7.854484642047350462e+01,3.853481136519866368e+01,3.910000000000000000e+02
1.460000000000000000e+02,3.600000000000000000e+01,-7.854331864268897334e+01,3.853467247630914017e+01,4.170000000000000000e+02
1.470000000000000000e+02,3.800000000000000000e+01,-7.854484642047350462e+01,3.853425580964068331e+01,3.930000000000000000e+02
1.480000000000000000e+02,3.900000000000000000e+01,-7.854317975379944983e+01,3.853425580964068331e+01,4.230000000000000000e+02
1.490000000000000000e+02,3.800000000000000000e+01,-7.854503160565946018e+01,3.853397803186157944e+01,3.950000000000000000e+02
1.500000000000000000e+02,4.100000000000000000e+01,-7.854503160565946018e+01,3.853397803186157944e+01,3.950000000000000000e+02
1.510000000000000000e+02,4.300000000000000000e+01,-7.854503160565946018e+01,3.853397803186157944e+01,3.950000000000000000e+02
1.570000000000000000e+02,4.100000000000000000e+01,-7.854493901306648240e+01,3.853370025408264610e+01,4.000000000000000000e+02
1.610000000000000000e+02,4.100000000000000000e+01,-7.854466123528749222e+01,3.853351506889657685e+01,4.100000000000000000e+02
1.620000000000000000e+02,4.100000000000000000e+01,-7.854438345750850203e+01,3.853351506889657685e+01,4.170000000000000000e+02
1.630000000000000000e+02,4.300000000000000000e+01,-7.854540197603142815e+01,3.853342247630359907e+01,3.980000000000000000e+02
1.640000000000000000e+02,4.100000000000000000e+01,-7.854424456861892168e+01,3.853337618000716702e+01,4.220000000000000000e+02
1.650000000000000000e+02,4.300000000000000000e+01,-7.854530938343845037e+01,3.853295951333871017e+01,4.010000000000000000e+02
1.670000000000000000e+02,4.300000000000000000e+01,-7.854540197603142815e+01,3.853286692074556186e+01,4.020000000000000000e+02
1.690000000000000000e+02,4.300000000000000000e+01,-7.854530938343845037e+01,3.853277432815258408e+01,4.030000000000000000e+02
1.700000000000000000e+02,4.300000000000000000e+01,-7.854558716121744055e+01,3.853258914296668536e+01,4.050000000000000000e+02
1.710000000000000000e+02,4.500000000000000000e+01,-7.854512419825243796e+01,3.853212618000162593e+01,4.110000000000000000e+02
1.720000000000000000e+02,4.400000000000000000e+01,-7.854512419825243796e+01,3.853212618000162593e+01,4.110000000000000000e+02
1.730000000000000000e+02,4.700000000000000000e+01,-7.854512419825243796e+01,3.853212618000162593e+01,4.110000000000000000e+02
1.740000000000000000e+02,4.500000000000000000e+01,-7.854475382788047000e+01,3.853212618000162593e+01,4.150000000000000000e+02
1.750000000000000000e+02,4.500000000000000000e+01,-7.854429086491541057e+01,3.853203358740864815e+01,4.210000000000000000e+02
1.760000000000000000e+02,4.300000000000000000e+01,-7.854558716121744055e+01,3.853194099481549983e+01,4.070000000000000000e+02
1.770000000000000000e+02,4.400000000000000000e+01,-7.854558716121744055e+01,3.853194099481549983e+01,4.070000000000000000e+02
1.780000000000000000e+02,4.600000000000000000e+01,-7.854558716121744055e+01,3.853194099481549983e+01,4.070000000000000000e+02
1.790000000000000000e+02,4.400000000000000000e+01,-7.854530938343845037e+01,3.853194099481549983e+01,4.090000000000000000e+02
1.800000000000000000e+02,4.500000000000000000e+01,-7.854447605010147981e+01,3.853194099481549983e+01,4.180000000000000000e+02
1.810000000000000000e+02,4.600000000000000000e+01,-7.854567975381041833e+01,3.853184840222252205e+01,4.080000000000000000e+02
1.820000000000000000e+02,4.700000000000000000e+01,-7.854447605010147981e+01,3.853147803185066778e+01,4.230000000000000000e+02
1.830000000000000000e+02,4.600000000000000000e+01,-7.854567975381041833e+01,3.853138543925769000e+01,4.090000000000000000e+02
1.860000000000000000e+02,4.600000000000000000e+01,-7.854586493899648758e+01,3.853120025407156390e+01,4.110000000000000000e+02
1.870000000000000000e+02,4.700000000000000000e+01,-7.854447605010147981e+01,3.853120025407156390e+01,4.270000000000000000e+02
1.880000000000000000e+02,4.600000000000000000e+01,-7.854577234640339611e+01,3.853101506888560834e+01,4.110000000000000000e+02
1.900000000000000000e+02,4.600000000000000000e+01,-7.854605012418238630e+01,3.853064469851358353e+01,4.130000000000000000e+02
1.920000000000000000e+02,4.600000000000000000e+01,-7.854605438648667359e+01,3.853064185697729727e+01,4.130000000000000000e+02
2.020000000000000000e+02,5.000000000000000000e+01,-7.854605912414223212e+01,3.852940902651613442e+01,4.240000000000000000e+02
2.040000000000000000e+02,5.000000000000000000e+01,-7.854540197603142815e+01,3.852934840221161039e+01,4.280000000000000000e+02
2.060000000000000000e+02,5.000000000000000000e+01,-7.854577234640339611e+01,3.852916321702571167e+01,4.260000000000000000e+02
2.070000000000000000e+02,5.100000000000000000e+01,-7.854606321084111187e+01,3.852834558767904127e+01,4.280000000000000000e+02
